cluster_id,size,pos,neg,fold
1216,1,0,1,1
1217,1,0,1,2
1218,1,0,1,4
1219,1,0,1,3
1220,1,0,1,4
1221,1,1,0,1
1222,1,0,1,0
1223,1,0,1,4
1224,1,0,1,3
1225,1,0,1,2
1226,1,0,1,1
1227,1,1,0,0
1228,1,0,1,3
1229,1,0,1,0
1230,1,1,0,2
1231,1,0,1,1
1232,1,0,1,0
1233,1,0,1,4
1234,1,0,1,3
1235,1,0,1,2
1236,1,0,1,1
1237,1,0,1,4
1238,1,0,1,3
1239,1,0,1,4
1240,1,0,1,2
1241,1,0,1,1
1242,1,1,0,0
1243,1,0,1,4
1244,1,0,1,3
1245,1,0,1,2
1246,1,0,1,1
1247,1,0,1,0
1248,1,0,1,3
1249,1,1,0,0
1250,1,0,1,2
1251,1,0,1,1
1252,1,0,1,0
1253,1,0,1,4
1254,1,1,0,3
1255,1,0,1,2
1256,1,0,1,1
1257,1,0,1,2
1258,1,0,1,4
1259,1,0,1,3
1260,1,1,0,4
1261,1,0,1,1
1262,1,0,1,0
1263,1,0,1,4
1264,1,0,1,3
1265,1,0,1,2
1266,1,0,1,1
1267,1,0,1,0
1268,1,0,1,3
1269,1,0,1,0
1270,1,0,1,2
1271,1,0,1,1
1272,1,0,1,0
1273,1,0,1,4
1274,1,0,1,3
1275,1,0,1,2
1276,1,0,1,1
1277,1,0,1,4
1278,1,0,1,4
1279,1,0,1,3
1280,1,0,1,2
1281,1,1,0,1
1282,1,0,1,0
1283,1,0,1,4
1284,1,0,1,3
1285,1,0,1,2
1286,1,1,0,1
1287,1,0,1,0
1288,1,0,1,3
1289,1,0,1,0
1290,1,0,1,2
1291,1,0,1,1
1292,1,0,1,0
1293,1,1,0,4
1294,1,0,1,3
1295,1,0,1,2
1296,1,0,1,1
1297,1,0,1,2
1298,1,0,1,4
1299,1,0,1,3
1300,1,0,1,4
1301,1,0,1,1
1302,1,0,1,0
1303,1,0,1,4
1304,1,0,1,3
1305,1,0,1,2
1306,1,0,1,1
1307,1,0,1,0
1308,1,0,1,3
1309,1,0,1,0
1310,1,0,1,2
1311,1,1,0,1
1312,1,0,1,0
1313,1,0,1,4
1314,1,0,1,3
1315,1,0,1,2
1316,1,0,1,1
1317,1,0,1,4
1318,1,0,1,3
1319,1,0,1,4
1320,1,0,1,2
1321,1,0,1,1
1322,1,0,1,0
1323,1,0,1,4
1324,1,0,1,3
1325,1,1,0,2
1326,1,0,1,1
1327,1,0,1,0
1328,1,0,1,3
1329,1,0,1,0
1330,1,0,1,2
1331,1,0,1,1
1332,1,0,1,0
1333,1,0,1,4
1334,1,1,0,3
1335,1,0,1,2
1336,1,0,1,1
1337,1,0,1,2
1338,1,0,1,4
1339,1,0,1,3
1340,1,0,1,4
1341,1,0,1,1
1342,1,0,1,0
1343,1,1,0,4
1344,1,0,1,3
1345,1,0,1,2
1346,1,0,1,1
1347,1,0,1,0
1348,1,1,0,3
1349,1,0,1,0
1350,1,1,0,2
1351,1,1,0,1
1352,1,0,1,0
1353,1,0,1,4
1354,1,1,0,3
1355,1,0,1,2
1356,1,0,1,1
1357,1,0,1,2
1358,1,0,1,4
1359,1,0,1,3
1360,1,0,1,4
1361,1,0,1,1
1362,1,1,0,0
1363,1,0,1,4
1364,1,0,1,3
1365,1,0,1,2
1366,1,1,0,1
1367,1,0,1,0
1368,1,1,0,3
1369,1,0,1,0
1370,1,0,1,2
1371,1,0,1,1
1372,1,0,1,0
1373,1,0,1,4
1374,1,0,1,3
1375,1,1,0,2
1376,1,1,0,1
1377,1,0,1,2
1378,1,0,1,4
1379,1,1,0,3
1380,1,0,1,4
1381,1,0,1,1
1382,1,0,1,0
1383,1,0,1,4
1384,1,0,1,3
1385,1,0,1,2
1386,1,0,1,1
1387,1,1,0,0
1388,1,0,1,3
1389,1,0,1,0
1390,1,0,1,2
1391,1,0,1,1
1392,1,0,1,0
1393,1,0,1,4
1394,1,0,1,3
1395,1,0,1,2
1396,1,0,1,1
1397,1,0,1,4
1398,1,1,0,3
1399,1,0,1,4
1400,1,0,1,2
1401,1,1,0,1
1402,1,1,0,0
1403,1,0,1,4
1404,1,0,1,3
1405,1,0,1,2
1406,1,0,1,1
1407,1,0,1,0
1408,1,0,1,3
1409,1,0,1,0
1410,1,0,1,2
1411,1,0,1,1
1412,1,0,1,0
1413,1,0,1,4
1414,1,0,1,3
1415,1,0,1,2
1416,1,0,1,1
1417,1,0,1,2
1418,1,0,1,4
1419,1,0,1,3
1420,1,0,1,4
1421,1,0,1,1
1422,1,0,1,0
1423,1,0,1,4
1424,1,0,1,3
1425,1,0,1,2
1426,1,0,1,1
1427,1,0,1,0
1428,1,0,1,3
1429,1,0,1,0
1430,1,0,1,2
1431,1,1,0,1
1432,1,0,1,0
1433,1,0,1,4
1434,1,0,1,3
1435,1,0,1,2
1436,1,0,1,1
1437,1,0,1,4
1438,1,0,1,3
1439,1,0,1,4
1440,1,0,1,2
1441,1,0,1,1
1442,1,0,1,0
1443,1,1,0,4
1444,1,0,1,3
1445,1,0,1,2
1446,1,0,1,1
1447,1,0,1,0
1448,1,0,1,3
1449,1,0,1,0
1450,1,0,1,2
1451,1,1,0,1
1452,1,1,0,0
1453,1,0,1,4
1454,1,0,1,3
1455,1,1,0,2
1456,1,0,1,1
1457,1,0,1,2
1458,1,0,1,4
1459,1,0,1,3
1460,1,0,1,4
1461,1,0,1,1
1462,1,1,0,0
1463,1,0,1,4
1464,1,0,1,3
1465,1,0,1,2
1466,1,0,1,1
1467,1,0,1,0
1468,1,0,1,3
1469,1,0,1,0
1470,1,0,1,2
1471,1,0,1,1
1472,1,0,1,0
1473,1,1,0,4
1474,1,0,1,3
1475,1,0,1,2
1476,1,0,1,1
1477,1,0,1,4
1478,1,0,1,3
1479,1,0,1,4
1480,1,0,1,2
1481,1,0,1,1
1482,1,0,1,0
1483,1,0,1,4
1484,1,1,0,3
1485,1,0,1,2
1486,1,0,1,1
1487,1,0,1,0
1488,1,0,1,3
1489,1,0,1,0
1490,1,0,1,2
1491,1,0,1,1
1492,1,0,1,0
1493,1,0,1,4
1494,1,0,1,3
1495,1,0,1,2
1496,1,0,1,1
1497,1,0,1,2
1498,1,1,0,4
1499,1,0,1,3
1500,1,0,1,4
1501,1,0,1,1
1502,1,0,1,0
1503,1,0,1,4
1504,1,0,1,3
1505,1,0,1,2
1506,1,0,1,1
1507,1,0,1,0
1508,1,0,1,3
1509,1,1,0,0
1510,1,0,1,2
1511,1,0,1,1
1512,1,0,1,0
1513,1,0,1,4
1514,1,1,0,3
1515,1,0,1,2
1516,1,0,1,1
1517,1,1,0,2
1518,1,0,1,4
1519,1,0,1,3
1520,1,0,1,4
1521,1,0,1,1
1522,1,1,0,0
1523,1,0,1,4
1524,1,0,1,3
1525,1,0,1,2
1526,1,1,0,1
1527,1,0,1,0
1528,1,0,1,3
1529,1,0,1,0
1530,1,0,1,2
1531,1,0,1,1
1532,1,0,1,0
1533,1,0,1,4
1534,1,0,1,3
1535,1,0,1,2
1536,1,1,0,1
1537,1,0,1,2
1538,1,0,1,4
1539,1,1,0,3
1540,1,1,0,4
1541,1,0,1,1
1542,1,1,0,0
1543,1,0,1,4
1544,1,0,1,3
1545,1,0,1,2
1546,1,0,1,1
1547,1,0,1,0
1548,1,0,1,3
1549,1,0,1,0
1550,1,0,1,2
1551,1,0,1,1
1552,1,0,1,0
1553,1,0,1,4
1554,1,0,1,3
1555,1,0,1,2
1556,1,0,1,1
1557,1,0,1,4
1558,1,0,1,3
1559,1,0,1,4
1560,1,0,1,2
1561,1,0,1,1
1562,1,0,1,0
1563,1,0,1,4
1564,1,0,1,3
1565,1,0,1,2
1566,1,0,1,1
1567,1,0,1,0
1568,1,0,1,3
1569,1,0,1,0
1570,1,0,1,2
1571,1,0,1,1
1572,1,0,1,0
1573,1,0,1,4
1574,1,0,1,3
1575,1,0,1,2
1576,1,1,0,1
1577,1,0,1,2
1578,1,1,0,4
1579,1,0,1,3
1580,1,0,1,4
1581,1,0,1,1
1582,1,0,1,0
1583,1,0,1,4
1584,1,0,1,3
1585,1,1,0,2
1586,1,0,1,1
1587,1,0,1,0
1588,1,0,1,3
1589,1,0,1,0
1590,1,0,1,2
1591,1,0,1,1
1592,1,0,1,0
1593,1,0,1,4
1594,1,1,0,3
1595,1,0,1,2
1596,1,0,1,1
1597,1,0,1,2
1598,1,0,1,4
1599,1,1,0,3
1600,1,0,1,4
1601,1,0,1,1
1602,1,1,0,0
1603,1,1,0,4
1604,1,0,1,3
1605,1,0,1,2
1606,1,0,1,1
1607,1,0,1,0
1608,1,0,1,3
1609,1,0,1,0
1610,1,0,1,2
1611,1,0,1,1
1612,1,0,1,0
1613,1,0,1,4
1614,1,0,1,3
1615,1,0,1,2
1616,1,0,1,1
1617,1,0,1,2
1618,1,0,1,4
1619,1,0,1,3
1620,1,0,1,4
1621,1,0,1,1
1622,1,0,1,0
1623,1,1,0,4
1624,1,0,1,3
1625,1,0,1,2
1626,1,0,1,1
1627,1,0,1,0
1628,1,0,1,3
1629,1,0,1,0
1630,1,0,1,2
1631,1,0,1,1
1632,1,0,1,0
1633,1,1,0,4
1634,1,0,1,3
1635,1,0,1,2
1636,1,0,1,1
1637,1,0,1,4
1638,1,1,0,3
1639,1,1,0,4
1640,1,0,1,2
1641,1,0,1,1
1642,1,0,1,0
1643,1,0,1,4
1644,1,0,1,3
1645,1,0,1,2
1646,1,0,1,1
1647,1,0,1,0
1648,1,0,1,3
1649,1,0,1,0
1650,1,0,1,2
1651,1,0,1,1
1652,1,0,1,0
1653,1,0,1,4
1654,1,0,1,3
1655,1,0,1,2
1656,1,0,1,1
1657,1,1,0,2
1658,1,0,1,4
1659,1,0,1,3
1660,1,0,1,4
1661,1,0,1,1
1662,1,0,1,0
1663,1,0,1,4
1664,1,0,1,3
1665,1,0,1,2
1666,1,0,1,1
1667,1,0,1,0
1668,1,0,1,3
1669,1,0,1,0
1670,1,0,1,2
1671,1,1,0,1
1672,1,0,1,0
1673,1,0,1,4
1674,1,0,1,3
1675,1,0,1,2
1676,1,0,1,1
1677,1,0,1,2
1678,1,0,1,4
1679,1,0,1,3
1680,1,0,1,4
1681,1,0,1,1
1682,1,0,1,0
1683,1,0,1,4
1684,1,0,1,3
1685,1,0,1,2
1686,1,0,1,1
1687,1,0,1,0
1688,1,0,1,3
1689,1,0,1,0
1690,1,0,1,2
1691,1,1,0,1
1692,1,0,1,0
1693,1,0,1,4
1694,1,0,1,3
1695,1,0,1,2
1696,1,0,1,1
1697,1,0,1,2
1698,1,0,1,4
1699,1,0,1,3
1700,1,0,1,4
1701,1,0,1,1
1702,1,0,1,0
1703,1,0,1,4
1704,1,0,1,3
1705,1,0,1,2
1706,1,0,1,1
1707,1,0,1,0
1708,1,0,1,3
1709,1,0,1,0
1710,1,0,1,2
1711,1,0,1,1
1712,1,0,1,0
1713,1,0,1,4
1714,1,0,1,3
1715,1,0,1,2
1716,1,0,1,1
1717,1,0,1,4
1718,1,1,0,3
1719,1,0,1,4
1720,1,0,1,2
1721,1,0,1,1
1722,1,0,1,0
1723,1,0,1,4
1724,1,0,1,3
1725,1,0,1,2
1726,1,0,1,1
1727,1,0,1,0
1728,1,0,1,3
1729,1,0,1,0
1730,1,0,1,2
1731,1,0,1,1
1732,1,0,1,0
1733,1,0,1,4
1734,1,0,1,3
1735,1,0,1,2
1736,1,0,1,1
1737,1,1,0,2
1738,1,0,1,4
1739,1,0,1,3
1740,1,0,1,4
1741,1,0,1,1
1742,1,0,1,0
1743,1,0,1,4
1744,1,0,1,3
1745,1,0,1,2
1746,1,0,1,1
1747,1,0,1,0
1748,1,1,0,3
1749,1,0,1,0
1750,1,0,1,2
1751,1,1,0,1
1752,1,0,1,0
1753,1,1,0,4
1754,1,0,1,3
1755,1,1,0,2
1756,1,0,1,1
1757,1,0,1,4
1758,1,0,1,3
1759,1,0,1,4
1760,1,0,1,2
1761,1,0,1,1
1762,1,0,1,0
1763,1,0,1,4
1764,1,0,1,3
1765,1,0,1,2
1766,1,0,1,1
1767,1,0,1,0
1768,1,0,1,3
1769,1,0,1,0
1770,1,0,1,2
1771,1,0,1,1
1772,1,0,1,0
1773,1,0,1,4
1774,1,0,1,3
1775,1,0,1,2
1776,1,0,1,1
1777,1,0,1,2
1778,1,0,1,4
1779,1,0,1,3
1780,1,0,1,4
1781,1,0,1,1
1782,1,0,1,0
1783,1,0,1,4
1784,1,0,1,3
1785,1,0,1,2
1786,1,0,1,1
1787,1,0,1,0
1788,1,0,1,3
1789,1,0,1,0
1790,1,0,1,2
1791,1,0,1,1
1792,1,0,1,0
1793,1,0,1,4
1794,1,0,1,3
1795,1,0,1,2
1796,1,0,1,1
1797,1,0,1,4
1798,1,1,0,3
1799,1,0,1,4
1800,1,0,1,2
1801,1,0,1,1
1802,1,0,1,0
1803,1,0,1,4
1804,1,0,1,3
1805,1,0,1,2
1806,1,0,1,1
1807,1,0,1,0
1808,1,0,1,3
1809,1,0,1,0
1810,1,0,1,2
1811,1,0,1,1
1812,1,0,1,0
1813,1,0,1,4
1814,1,1,0,3
1815,1,0,1,2
1816,1,0,1,1
1817,1,0,1,2
1818,1,0,1,4
1819,1,0,1,3
1820,1,0,1,4
1821,1,0,1,1
1822,1,0,1,0
1823,1,0,1,4
1824,1,0,1,3
1825,1,0,1,2
1826,1,0,1,1
1827,1,0,1,0
1828,1,0,1,3
1829,1,0,1,0
1830,1,0,1,2
1831,1,0,1,1
1832,1,0,1,0
1833,1,0,1,4
1834,1,0,1,3
1835,1,0,1,2
1836,1,0,1,1
1837,1,0,1,2
1838,1,0,1,4
1839,1,0,1,3
1840,1,0,1,4
1841,1,0,1,1
1842,1,0,1,0
1843,1,0,1,4
1844,1,0,1,3
1845,1,0,1,2
1846,1,1,0,1
1847,1,0,1,0
1848,1,0,1,3
1849,1,0,1,0
1850,1,0,1,2
1851,1,0,1,1
1852,1,0,1,0
1853,1,1,0,4
1854,1,0,1,3
1855,1,0,1,2
1856,1,0,1,1
1857,1,0,1,2
1858,1,0,1,4
1859,1,0,1,3
1860,1,0,1,4
1861,1,0,1,1
1862,1,0,1,0
1863,1,0,1,4
1864,1,0,1,3
1865,1,0,1,2
1866,1,0,1,1
1867,1,0,1,0
1868,1,0,1,3
1869,1,0,1,0
1870,1,0,1,2
1871,1,0,1,1
1872,1,0,1,0
1873,1,0,1,4
1874,1,0,1,3
1875,1,1,0,2
1876,1,0,1,1
1877,1,0,1,4
1878,1,0,1,3
1879,1,0,1,4
1880,1,0,1,2
1881,1,0,1,1
1882,1,0,1,0
1883,1,0,1,4
1884,1,0,1,3
1885,1,0,1,2
1886,1,0,1,1
1887,1,0,1,0
1888,1,0,1,3
1889,1,0,1,0
1890,1,0,1,2
1891,1,0,1,1
1892,1,0,1,0
1893,1,0,1,4
1894,1,0,1,3
1895,1,0,1,2
1896,1,0,1,1
1897,1,0,1,2
1898,1,0,1,4
1899,1,1,0,3
1900,1,0,1,4
1901,1,0,1,1
1902,1,0,1,0
1903,1,0,1,4
1904,1,0,1,3
1905,1,0,1,2
1906,1,0,1,1
1907,1,0,1,0
1908,1,0,1,3
1909,1,0,1,0
1910,1,0,1,2
1911,1,0,1,1
1912,1,0,1,0
1913,1,0,1,4
1914,1,0,1,3
1915,1,1,0,2
1916,1,1,0,1
1917,1,0,1,1
1918,1,0,1,4
1919,1,0,1,2
1920,1,1,0,3
1921,1,0,1,0
1922,1,0,1,4
1923,1,0,1,3
1924,1,0,1,2
1925,1,0,1,1
1926,1,0,1,0
1927,1,0,1,4
1928,1,0,1,2
1929,1,0,1,4
1930,1,0,1,1
1931,1,0,1,0
1932,1,0,1,4
1933,1,0,1,3
1934,1,0,1,2
1935,1,0,1,1
1936,1,0,1,0
1937,1,0,1,1
1938,1,0,1,3
1939,1,0,1,2
1940,1,0,1,3
1941,1,0,1,0
1942,1,0,1,4
1943,1,0,1,3
1944,1,0,1,2
1945,1,0,1,1
1946,1,0,1,0
1947,1,0,1,4
1948,1,0,1,2
1949,1,0,1,4
1950,1,0,1,1
1951,1,0,1,0
1952,1,0,1,4
1953,1,0,1,3
1954,1,0,1,2
1955,1,0,1,1
1956,1,1,0,0
1957,1,0,1,3
1958,1,0,1,2
1959,1,0,1,3
1960,1,0,1,1
1961,1,0,1,0
1962,1,0,1,4
1963,1,0,1,3
1964,1,0,1,2
1965,1,0,1,1
1966,1,0,1,0
1967,1,0,1,4
1968,1,0,1,2
1969,1,0,1,4
1970,1,0,1,1
1971,1,0,1,0
1972,1,0,1,4
1973,1,0,1,3
1974,1,0,1,2
1975,1,0,1,1
1976,1,0,1,0
1977,1,0,1,1
1978,1,0,1,3
1979,1,0,1,2
1980,1,0,1,3
1981,1,0,1,0
1982,1,0,1,4
1983,1,0,1,3
1984,1,0,1,2
1985,1,0,1,1
1986,1,0,1,0
1987,1,0,1,4
1988,1,0,1,2
1989,1,1,0,4
1990,1,0,1,1
1991,1,0,1,0
1992,1,0,1,4
1993,1,0,1,3
1994,1,0,1,2
1995,1,0,1,1
1996,1,0,1,0
1997,1,0,1,1
1998,1,0,1,3
1999,1,0,1,2
2000,1,0,1,3
2001,1,1,0,0
2002,1,0,1,4
2003,1,0,1,3
2004,1,0,1,2
2005,1,0,1,1
2006,1,0,1,0
2007,1,1,0,4
2008,1,0,1,2
2009,1,1,0,4
2010,1,0,1,1
2011,1,0,1,0
2012,1,0,1,4
2013,1,0,1,3
2014,1,0,1,2
2015,1,0,1,1
2016,1,0,1,0
2017,1,0,1,1
2018,1,0,1,3
2019,1,0,1,2
2020,1,0,1,3
2021,1,0,1,0
2022,1,0,1,4
2023,1,0,1,3
2024,1,0,1,2
2025,1,0,1,1
2026,1,0,1,0
2027,1,0,1,4
2028,1,0,1,2
2029,1,0,1,4
2030,1,0,1,1
2031,1,0,1,0
2032,1,0,1,4
2033,1,0,1,3
2034,1,0,1,2
2035,1,0,1,1
2036,1,0,1,0
2037,1,0,1,3
2038,1,0,1,2
2039,1,0,1,3
2040,1,0,1,1
2041,1,0,1,0
2042,1,0,1,4
2043,1,0,1,3
2044,1,0,1,2
2045,1,0,1,1
2046,1,1,0,0
2047,1,1,0,4
2048,1,0,1,2
2049,1,1,0,4
2050,1,0,1,1
2051,1,0,1,0
2052,1,1,0,4
2053,1,0,1,3
2054,1,0,1,2
2055,1,0,1,1
2056,1,0,1,0
2057,1,0,1,1
2058,1,0,1,3
2059,1,0,1,2
2060,1,0,1,3
2061,1,0,1,0
2062,1,1,0,4
2063,1,0,1,3
2064,1,0,1,2
2065,1,0,1,1
2066,1,0,1,0
2067,1,0,1,4
2068,1,0,1,2
2069,1,0,1,4
2070,1,0,1,1
2071,1,1,0,0
2072,1,1,0,4
2073,1,0,1,3
2074,1,0,1,2
2075,1,0,1,1
2076,1,0,1,0
2077,1,0,1,3
2078,1,0,1,2
2079,1,0,1,3
2080,1,0,1,1
2081,1,0,1,0
2082,1,0,1,4
2083,1,0,1,3
2084,1,0,1,2
2085,1,0,1,1
2086,1,0,1,0
2087,1,0,1,4
2088,1,0,1,2
2089,1,0,1,4
2090,1,0,1,1
2091,1,0,1,0
2092,1,0,1,4
2093,1,0,1,3
2094,1,0,1,2
2095,1,0,1,1
2096,1,0,1,0
2097,1,0,1,1
2098,1,0,1,3
2099,1,0,1,2
2100,1,0,1,3
2101,1,0,1,0
2102,1,0,1,4
2103,1,1,0,3
2104,1,0,1,2
2105,1,0,1,1
2106,1,0,1,0
2107,1,0,1,4
2108,1,0,1,2
2109,1,0,1,4
2110,1,0,1,1
2111,1,0,1,0
2112,1,0,1,4
2113,1,0,1,3
2114,1,0,1,2
2115,1,0,1,1
2116,1,0,1,0
2117,1,0,1,3
2118,1,0,1,2
2119,1,0,1,3
2120,1,0,1,1
2121,1,0,1,0
2122,1,0,1,4
2123,1,0,1,3
2124,1,0,1,2
2125,1,0,1,1
2126,1,0,1,0
2127,1,0,1,4
2128,1,0,1,2
2129,1,0,1,4
2130,1,0,1,1
2131,1,0,1,0
2132,1,0,1,4
2133,1,0,1,3
2134,1,0,1,2
2135,1,0,1,1
2136,1,0,1,0
2137,1,1,0,1
2138,1,0,1,3
2139,1,0,1,2
2140,1,0,1,3
2141,1,0,1,0
2142,1,0,1,4
2143,1,0,1,3
2144,1,0,1,2
2145,1,1,0,1
2146,1,0,1,0
2147,1,0,1,4
2148,1,0,1,2
2149,1,0,1,4
2150,1,0,1,1
2151,1,0,1,0
2152,1,0,1,4
2153,1,0,1,3
2154,1,0,1,2
2155,1,0,1,1
2156,1,0,1,0
2157,1,0,1,1
2158,1,0,1,3
2159,1,0,1,2
2160,1,0,1,3
2161,1,0,1,0
2162,1,0,1,4
2163,1,0,1,3
2164,1,0,1,2
2165,1,1,0,1
2166,1,0,1,0
2167,1,0,1,4
2168,1,0,1,2
2169,1,0,1,4
2170,1,0,1,1
2171,1,0,1,0
2172,1,0,1,4
2173,1,0,1,3
2174,1,0,1,2
2175,1,0,1,1
2176,1,1,0,0
2177,1,0,1,1
2178,1,0,1,3
2179,1,1,0,2
2180,1,0,1,3
2181,1,0,1,0
2182,1,0,1,4
2183,1,0,1,3
2184,1,0,1,2
2185,1,0,1,1
2186,1,0,1,0
2187,1,1,0,4
2188,1,0,1,2
2189,1,0,1,4
2190,1,0,1,1
2191,1,0,1,0
2192,1,0,1,4
2193,1,0,1,3
2194,1,0,1,2
2195,1,0,1,1
2196,1,0,1,0
2197,1,0,1,3
2198,1,0,1,2
2199,1,0,1,3
2200,1,0,1,1
2201,1,0,1,0
2202,1,0,1,4
2203,1,0,1,3
2204,1,0,1,2
2205,1,0,1,1
2206,1,0,1,0
2207,1,0,1,4
2208,1,0,1,2
2209,1,0,1,4
2210,1,0,1,1
2211,1,0,1,0
2212,1,0,1,4
2213,1,0,1,3
2214,1,0,1,2
2215,1,0,1,1
2216,1,0,1,0
2217,1,0,1,1
2218,1,0,1,3
2219,1,0,1,2
2220,1,0,1,3
2221,1,0,1,0
2222,1,0,1,4
2223,1,0,1,3
2224,1,0,1,2
2225,1,0,1,1
2226,1,0,1,0
2227,1,0,1,4
2228,1,0,1,2
2229,1,0,1,4
2230,1,0,1,1
2231,1,0,1,0
2232,1,0,1,4
2233,1,0,1,3
2234,1,0,1,2
2235,1,0,1,1
2236,1,0,1,0
2237,1,0,1,1
2238,1,0,1,2
2239,1,1,0,3
2240,1,0,1,3
2241,1,0,1,0
2242,1,1,0,4
2243,1,1,0,3
2244,1,0,1,2
2245,1,0,1,1
2246,1,0,1,0
2247,1,0,1,4
2248,1,0,1,2
2249,1,0,1,4
2250,1,0,1,1
2251,1,0,1,0
2252,1,0,1,4
2253,1,0,1,3
2254,1,0,1,2
2255,1,0,1,1
2256,1,0,1,0
2257,1,0,1,1
2258,1,0,1,3
2259,1,0,1,2
2260,1,0,1,3
2261,1,0,1,0
2262,1,0,1,4
2263,1,0,1,3
2264,1,0,1,2
2265,1,0,1,1
2266,1,1,0,0
2267,1,0,1,4
2268,1,0,1,2
2269,1,0,1,4
2270,1,0,1,1
2271,1,0,1,0
2272,1,0,1,4
2273,1,0,1,3
2274,1,0,1,2
2275,1,0,1,1
2276,1,0,1,0
2277,1,0,1,3
2278,1,0,1,2
2279,1,0,1,3
2280,1,0,1,1
2281,1,0,1,0
2282,1,0,1,4
2283,1,0,1,3
2284,1,0,1,2
2285,1,0,1,1
2286,1,0,1,0
2287,1,0,1,4
2288,1,0,1,2
2289,1,0,1,4
2290,1,0,1,1
2291,1,1,0,0
2292,1,0,1,4
2293,1,0,1,3
2294,1,0,1,2
2295,1,0,1,1
2296,1,0,1,0
2297,1,0,1,1
2298,1,0,1,3
2299,1,0,1,2
2300,1,0,1,3
2301,1,0,1,0
2302,1,0,1,4
2303,1,0,1,3
2304,1,0,1,2
2305,1,0,1,1
2306,1,0,1,0
2307,1,0,1,4
2308,1,0,1,2
2309,1,0,1,4
2310,1,0,1,1
2311,1,0,1,0
2312,1,0,1,4
2313,1,0,1,3
2314,1,0,1,2
2315,1,1,0,1
2316,1,0,1,0
2317,1,0,1,1
2318,1,0,1,2
2319,1,0,1,3
2320,1,0,1,3
2321,1,1,0,0
2322,1,1,0,4
2323,1,1,0,3
2324,1,0,1,2
2325,1,0,1,1
2326,1,1,0,0
2327,1,0,1,4
2328,1,0,1,2
2329,1,0,1,4
2330,1,0,1,1
2331,1,0,1,0
2332,1,0,1,4
2333,1,0,1,3
2334,1,0,1,2
2335,1,0,1,1
2336,1,0,1,0
2337,1,0,1,1
2338,1,0,1,2
2339,1,0,1,3
2340,1,0,1,4
2341,1,0,1,4
2342,1,0,1,3
2343,1,0,1,2
2344,1,0,1,1
2345,1,0,1,0
2346,1,1,0,4
2347,1,1,0,3
2348,1,0,1,2
2349,1,0,1,1
2350,1,0,1,0
