cluster_id,size,pos,neg,fold
3486,1,0,1,3
3487,1,0,1,2
3488,1,0,1,0
3489,1,0,1,2
3490,1,0,1,4
3491,1,0,1,3
3492,1,0,1,2
3493,1,0,1,1
3494,1,0,1,0
3495,1,0,1,4
3496,1,0,1,3
3497,1,0,1,4
3498,1,0,1,1
3499,1,0,1,0
3500,1,0,1,1
3501,1,0,1,3
3502,1,0,1,2
3503,1,0,1,1
3504,1,1,0,0
3505,1,0,1,4
3506,1,0,1,3
3507,1,0,1,2
3508,1,1,0,0
3509,1,0,1,2
3510,1,0,1,4
3511,1,0,1,3
3512,1,0,1,2
3513,1,0,1,1
3514,1,1,0,0
3515,1,0,1,4
3516,1,0,1,3
3517,1,0,1,4
3518,1,0,1,0
3519,1,0,1,1
3520,1,0,1,1
3521,1,0,1,3
3522,1,0,1,2
3523,1,0,1,1
3524,1,0,1,0
3525,1,0,1,4
3526,1,0,1,3
3527,1,1,0,2
3528,1,0,1,0
3529,1,0,1,2
3530,1,0,1,4
3531,1,0,1,3
3532,1,0,1,2
3533,1,1,0,1
3534,1,0,1,0
3535,1,0,1,4
3536,1,1,0,3
3537,1,0,1,4
3538,1,0,1,1
3539,1,0,1,0
3540,1,0,1,1
3541,1,0,1,3
3542,1,1,0,2
3543,1,0,1,1
3544,1,0,1,0
3545,1,0,1,4
3546,1,0,1,3
3547,1,0,1,2
3548,1,0,1,0
3549,1,0,1,2
3550,1,0,1,4
3551,1,0,1,3
3552,1,0,1,2
3553,1,0,1,1
3554,1,0,1,0
3555,1,0,1,4
3556,1,0,1,3
3557,1,0,1,1
3558,1,0,1,0
3559,1,1,0,1
3560,1,0,1,4
3561,1,0,1,3
3562,1,0,1,2
3563,1,0,1,1
3564,1,1,0,0
3565,1,0,1,4
3566,1,0,1,3
3567,1,1,0,2
3568,1,0,1,0
3569,1,0,1,2
3570,1,0,1,4
3571,1,0,1,3
3572,1,0,1,2
3573,1,0,1,1
3574,1,0,1,0
3575,1,0,1,4
3576,1,0,1,3
3577,1,0,1,4
3578,1,0,1,1
3579,1,0,1,0
3580,1,0,1,1
3581,1,0,1,3
3582,1,0,1,2
3583,1,0,1,1
3584,1,0,1,0
3585,1,0,1,4
3586,1,0,1,3
3587,1,0,1,2
3588,1,0,1,0
3589,1,0,1,2
3590,1,0,1,4
3591,1,0,1,3
3592,1,0,1,2
3593,1,0,1,1
3594,1,0,1,0
3595,1,0,1,4
3596,1,0,1,3
3597,1,0,1,4
3598,1,0,1,0
3599,1,0,1,1
3600,1,0,1,1
3601,1,0,1,3
3602,1,0,1,2
3603,1,0,1,1
3604,1,0,1,0
3605,1,0,1,4
3606,1,0,1,3
3607,1,0,1,2
3608,1,0,1,0
3609,1,0,1,2
3610,1,0,1,4
3611,1,0,1,3
3612,1,0,1,2
3613,1,0,1,1
3614,1,0,1,0
3615,1,0,1,4
3616,1,0,1,3
3617,1,0,1,4
3618,1,0,1,0
3619,1,0,1,1
3620,1,0,1,2
3621,1,0,1,2
3622,1,0,1,1
3623,1,0,1,0
3624,1,0,1,4
3625,1,0,1,3
3626,1,0,1,2
3627,1,0,1,1
3628,1,0,1,0
3629,1,0,1,4
3630,1,0,1,3
3631,1,0,1,2
3632,1,0,1,1
3633,1,0,1,0
3634,1,0,1,4
3635,1,0,1,3
3636,1,0,1,1
3637,1,0,1,1
3638,1,1,0,0
3639,1,0,1,4
3640,1,0,1,3
3641,1,0,1,2
3642,1,0,1,1
3643,1,0,1,0
3644,1,0,1,4
3645,1,0,1,3
3646,1,0,1,2
3647,1,0,1,0
3648,1,0,1,2
3649,1,0,1,4
3650,1,0,1,3
3651,1,0,1,2
3652,1,0,1,1
3653,1,0,1,0
3654,1,0,1,4
3655,1,0,1,3
3656,1,0,1,4
3657,1,0,1,1
3658,1,0,1,0
3659,1,0,1,1
3660,1,0,1,3
3661,1,0,1,2
3662,1,0,1,1
3663,1,0,1,0
3664,1,0,1,4
3665,1,0,1,3
3666,1,0,1,2
3667,1,0,1,0
3668,1,0,1,2
3669,1,0,1,4
3670,1,0,1,3
3671,1,0,1,2
3672,1,0,1,1
3673,1,0,1,0
3674,1,0,1,4
3675,1,0,1,3
3676,1,0,1,1
3677,1,0,1,1
3678,1,0,1,0
3679,1,0,1,4
3680,1,0,1,3
3681,1,0,1,2
3682,1,0,1,1
3683,1,0,1,0
3684,1,0,1,4
3685,1,0,1,3
3686,1,0,1,2
3687,1,0,1,0
3688,1,0,1,2
3689,1,0,1,4
3690,1,0,1,3
3691,1,0,1,2
3692,1,0,1,1
3693,1,0,1,0
3694,1,0,1,4
3695,1,0,1,3
3696,1,0,1,4
3697,1,0,1,1
3698,1,0,1,0
3699,1,0,1,1
3700,1,0,1,3
3701,1,0,1,2
3702,1,0,1,1
3703,1,0,1,0
3704,1,0,1,4
3705,1,0,1,3
3706,1,0,1,2
3707,1,0,1,0
3708,1,0,1,2
3709,1,0,1,4
3710,1,0,1,3
3711,1,0,1,2
3712,1,0,1,1
3713,1,0,1,0
3714,1,0,1,4
3715,1,0,1,3
3716,1,0,1,1
3717,1,1,0,0
3718,1,0,1,1
3719,1,1,0,4
3720,1,0,1,3
3721,1,0,1,2
3722,1,0,1,1
3723,1,0,1,0
3724,1,0,1,4
3725,1,0,1,3
3726,1,0,1,2
3727,1,0,1,0
3728,1,0,1,2
3729,1,0,1,4
3730,1,0,1,3
3731,1,0,1,2
3732,1,0,1,1
3733,1,0,1,0
3734,1,0,1,4
3735,1,0,1,3
3736,1,0,1,4
3737,1,0,1,1
3738,1,0,1,0
3739,1,0,1,1
3740,1,0,1,3
3741,1,0,1,2
3742,1,0,1,1
3743,1,0,1,0
3744,1,0,1,4
3745,1,0,1,3
3746,1,0,1,2
3747,1,1,0,0
3748,1,0,1,2
3749,1,0,1,4
3750,1,0,1,3
3751,1,0,1,2
3752,1,0,1,1
3753,1,0,1,0
3754,1,0,1,4
3755,1,0,1,3
3756,1,0,1,4
3757,1,0,1,1
3758,1,0,1,0
3759,1,0,1,1
3760,1,0,1,3
3761,1,0,1,2
3762,1,0,1,1
3763,1,0,1,0
3764,1,0,1,4
3765,1,0,1,3
3766,1,0,1,2
3767,1,0,1,0
3768,1,0,1,2
3769,1,0,1,4
3770,1,0,1,3
3771,1,0,1,2
3772,1,0,1,1
3773,1,0,1,0
3774,1,0,1,4
3775,1,0,1,3
3776,1,1,0,4
3777,1,0,1,1
3778,1,0,1,0
3779,1,0,1,1
3780,1,0,1,3
3781,1,0,1,2
3782,1,0,1,1
3783,1,0,1,0
3784,1,0,1,4
3785,1,0,1,3
3786,1,0,1,2
3787,1,1,0,0
3788,1,0,1,2
3789,1,0,1,4
3790,1,1,0,3
3791,1,1,0,2
3792,1,0,1,1
3793,1,0,1,0
3794,1,0,1,4
3795,1,0,1,3
3796,1,0,1,1
3797,1,0,1,0
3798,1,0,1,1
3799,1,0,1,4
3800,1,0,1,3
3801,1,0,1,2
3802,1,0,1,1
3803,1,0,1,0
3804,1,0,1,4
3805,1,0,1,3
3806,1,0,1,2
3807,1,0,1,0
3808,1,0,1,2
3809,1,0,1,4
3810,1,0,1,3
3811,1,0,1,2
3812,1,0,1,1
3813,1,0,1,0
3814,1,0,1,4
3815,1,0,1,3
3816,1,0,1,4
3817,1,0,1,1
3818,1,0,1,0
3819,1,0,1,1
3820,1,0,1,3
3821,1,0,1,2
3822,1,0,1,1
3823,1,0,1,0
3824,1,0,1,4
3825,1,0,1,3
3826,1,0,1,2
3827,1,0,1,0
3828,1,0,1,2
3829,1,1,0,4
3830,1,1,0,3
3831,1,0,1,2
3832,1,0,1,1
3833,1,0,1,0
3834,1,0,1,4
3835,1,0,1,3
3836,1,0,1,1
3837,1,0,1,1
3838,1,0,1,3
3839,1,0,1,4
3840,1,0,1,3
3841,1,0,1,2
3842,1,0,1,1
3843,1,0,1,0
3844,1,0,1,4
3845,1,1,0,3
3846,1,1,0,2
3847,1,1,0,0
3848,1,0,1,2
3849,1,0,1,4
3850,1,0,1,3
3851,1,0,1,2
3852,1,0,1,1
3853,1,0,1,0
3854,1,0,1,4
3855,1,0,1,3
3856,1,0,1,4
3857,1,0,1,1
3858,1,0,1,0
3859,1,0,1,1
3860,1,0,1,3
3861,1,0,1,2
3862,1,0,1,1
3863,1,0,1,0
3864,1,1,0,4
3865,1,0,1,3
3866,1,0,1,2
3867,1,0,1,0
3868,1,0,1,2
3869,1,0,1,4
3870,1,0,1,3
3871,1,0,1,2
3872,1,0,1,1
3873,1,0,1,0
3874,1,0,1,4
3875,1,0,1,3
3876,1,0,1,1
3877,1,1,0,0
3878,1,0,1,1
3879,1,0,1,4
3880,1,0,1,3
3881,1,0,1,2
3882,1,0,1,1
3883,1,0,1,0
3884,1,0,1,4
3885,1,0,1,3
3886,1,0,1,2
3887,1,0,1,0
3888,1,0,1,2
3889,1,0,1,4
3890,1,0,1,3
3891,1,0,1,2
3892,1,0,1,1
3893,1,0,1,0
3894,1,0,1,4
3895,1,0,1,3
3896,1,0,1,4
3897,1,0,1,1
3898,1,0,1,0
3899,1,0,1,1
3900,1,0,1,3
3901,1,0,1,2
3902,1,0,1,1
3903,1,0,1,0
3904,1,0,1,0
3905,1,0,1,4
3906,1,0,1,3
3907,1,0,1,2
3908,1,0,1,0
3909,1,0,1,2
3910,1,0,1,4
3911,1,0,1,3
3912,1,0,1,2
3913,1,0,1,1
3914,1,0,1,0
3915,1,0,1,4
3916,1,0,1,3
3917,1,0,1,4
3918,1,0,1,1
3919,1,0,1,0
3920,1,0,1,1
3921,1,0,1,3
3922,1,0,1,2
3923,1,0,1,1
3924,1,0,1,0
3925,1,0,1,4
3926,1,1,0,3
3927,1,0,1,2
3928,1,1,0,0
3929,1,0,1,2
3930,1,0,1,4
3931,1,0,1,3
3932,1,0,1,2
3933,1,0,1,1
3934,1,0,1,0
3935,1,0,1,4
3936,1,0,1,3
3937,1,0,1,4
3938,1,0,1,1
3939,1,0,1,0
3940,1,0,1,1
3941,1,0,1,3
3942,1,0,1,2
3943,1,0,1,1
3944,1,0,1,0
3945,1,0,1,4
3946,1,0,1,3
3947,1,0,1,2
3948,1,1,0,0
3949,1,0,1,2
3950,1,0,1,4
3951,1,0,1,3
3952,1,0,1,2
3953,1,0,1,1
3954,1,0,1,0
3955,1,0,1,4
3956,1,0,1,3
3957,1,0,1,1
3958,1,0,1,0
3959,1,0,1,1
3960,1,1,0,4
3961,1,0,1,3
3962,1,0,1,2
3963,1,0,1,1
3964,1,1,0,0
3965,1,0,1,4
3966,1,0,1,3
3967,1,0,1,2
3968,1,0,1,0
3969,1,0,1,2
3970,1,0,1,4
3971,1,0,1,3
3972,1,0,1,2
3973,1,1,0,1
3974,1,0,1,0
3975,1,0,1,4
3976,1,0,1,3
3977,1,0,1,4
3978,1,1,0,1
3979,1,0,1,0
3980,1,0,1,1
3981,1,0,1,3
3982,1,0,1,2
3983,1,0,1,1
3984,1,0,1,0
3985,1,0,1,4
3986,1,0,1,3
3987,1,0,1,2
3988,1,0,1,0
3989,1,0,1,2
3990,1,0,1,4
3991,1,0,1,3
3992,1,0,1,2
3993,1,0,1,1
3994,1,0,1,0
3995,1,0,1,4
3996,1,0,1,3
3997,1,0,1,1
3998,1,0,1,1
3999,1,0,1,3
4000,1,0,1,4
4001,1,0,1,1
4002,1,0,1,0
4003,1,0,1,4
4004,1,0,1,3
4005,1,0,1,2
4006,1,0,1,1
4007,1,0,1,0
4008,1,0,1,4
4009,1,0,1,2
4010,1,0,1,3
4011,1,0,1,1
4012,1,0,1,0
4013,1,0,1,4
4014,1,0,1,3
4015,1,0,1,2
4016,1,0,1,1
4017,1,0,1,0
4018,1,0,1,4
4019,1,0,1,2
4020,1,0,1,3
4021,1,0,1,1
4022,1,0,1,0
4023,1,0,1,3
4024,1,0,1,2
4025,1,0,1,1
4026,1,0,1,0
4027,1,0,1,4
4028,1,0,1,3
4029,1,0,1,2
4030,1,0,1,1
4031,1,0,1,4
4032,1,0,1,0
4033,1,0,1,3
4034,1,0,1,2
4035,1,0,1,1
4036,1,0,1,0
4037,1,0,1,4
4038,1,0,1,3
4039,1,0,1,2
4040,1,0,1,1
4041,1,0,1,4
4042,1,0,1,2
4043,1,0,1,3
4044,1,0,1,0
4045,1,0,1,4
4046,1,0,1,2
4047,1,0,1,2
4048,1,0,1,4
4049,1,0,1,4
4050,1,0,1,2
4051,1,0,1,1
4052,1,0,1,3
4053,1,1,0,2
4054,1,0,1,1
4055,1,0,1,0
4056,1,0,1,0
4057,1,0,1,4
4058,1,0,1,3
4059,1,1,0,1
4060,1,0,1,2
4061,1,0,1,0
4062,1,0,1,2
4063,1,0,1,3
4064,1,0,1,3
4065,1,0,1,1
4066,1,0,1,3
4067,1,0,1,1
4068,1,0,1,0
4069,1,0,1,0
4070,1,0,1,4
4071,1,0,1,0
4072,1,0,1,4
4073,1,1,0,1
4074,1,1,0,0
4075,1,0,1,2
4076,1,0,1,3
4077,1,0,1,4
4078,1,0,1,3
4079,1,1,0,1
4080,1,0,1,1
4081,1,0,1,3
4082,1,0,1,2
4083,1,0,1,1
4084,1,0,1,0
4085,1,0,1,4
4086,1,0,1,3
4087,1,0,1,2
4088,1,1,0,0
4089,1,0,1,2
4090,1,0,1,4
4091,1,1,0,3
4092,1,0,1,2
4093,1,0,1,1
4094,1,1,0,4
4095,1,0,1,3
4096,1,0,1,4
4097,1,0,1,1
4098,1,0,1,0
4099,1,0,1,1
4100,1,0,1,3
4101,1,0,1,2
4102,1,0,1,1
4103,1,0,1,0
4104,1,0,1,4
4105,1,0,1,3
4106,1,0,1,2
4107,1,0,1,0
4108,1,0,1,2
4109,1,0,1,4
4110,1,1,0,3
4111,1,0,1,2
4112,1,0,1,0
4113,1,1,0,0
4114,1,0,1,4
4115,1,0,1,3
4116,1,0,1,1
4117,1,0,1,0
4118,1,0,1,1
4119,1,0,1,4
4120,1,0,1,3
4121,1,0,1,2
4122,1,0,1,1
4123,1,0,1,0
4124,1,0,1,4
4125,1,0,1,3
4126,1,0,1,2
4127,1,1,0,2
4128,1,0,1,3
4129,1,0,1,2
4130,1,0,1,1
4131,1,0,1,0
4132,1,0,1,2
4133,1,0,1,1
4134,1,0,1,0
4135,1,0,1,4
4136,1,0,1,3
4137,1,0,1,2
4138,1,0,1,0
4139,1,0,1,2
4140,1,0,1,4
4141,1,0,1,3
4142,1,0,1,3
4143,1,0,1,4
4144,1,0,1,0
4145,1,0,1,1
4146,1,0,1,2
4147,1,0,1,1
4148,1,0,1,0
4149,1,0,1,1
4150,1,1,0,4
4151,1,0,1,3
4152,1,0,1,4
4153,1,1,0,4
4154,1,0,1,0
4155,1,0,1,1
4156,1,0,1,0
4157,1,0,1,4
4158,1,0,1,1
4159,1,0,1,1
4160,1,0,1,3
4161,1,0,1,2
4162,1,0,1,1
4163,1,0,1,0
4164,1,0,1,4
4165,1,1,0,3
4166,1,0,1,2
4167,1,0,1,0
4168,1,0,1,2
4169,1,0,1,4
4170,1,0,1,3
4171,1,0,1,2
4172,1,0,1,1
4173,1,0,1,0
4174,1,0,1,4
4175,1,0,1,3
4176,1,0,1,4
4177,1,0,1,1
4178,1,0,1,0
4179,1,0,1,1
4180,1,0,1,3
4181,1,0,1,2
4182,1,0,1,1
4183,1,0,1,0
4184,1,0,1,4
4185,1,0,1,3
4186,1,0,1,2
4187,1,0,1,0
4188,1,0,1,2
4189,1,0,1,4
4190,1,0,1,3
4191,1,0,1,2
4192,1,0,1,1
4193,1,0,1,0
4194,1,0,1,4
4195,1,0,1,3
4196,1,0,1,1
4197,1,0,1,0
4198,1,0,1,1
4199,1,0,1,4
4200,1,0,1,3
4201,1,0,1,2
4202,1,0,1,1
4203,1,0,1,0
4204,1,1,0,4
4205,1,0,1,3
4206,1,1,0,2
4207,1,0,1,0
4208,1,0,1,2
4209,1,0,1,4
4210,1,0,1,3
4211,1,0,1,2
4212,1,0,1,1
4213,1,0,1,0
4214,1,0,1,4
4215,1,0,1,3
4216,1,0,1,4
4217,1,1,0,1
4218,1,0,1,0
4219,1,0,1,1
4220,1,0,1,3
4221,1,0,1,2
4222,1,1,0,1
4223,1,0,1,0
4224,1,0,1,4
4225,1,0,1,3
4226,1,0,1,2
4227,1,0,1,0
4228,1,0,1,2
4229,1,0,1,4
4230,1,0,1,3
4231,1,1,0,2
4232,1,0,1,1
4233,1,1,0,0
4234,1,1,0,4
4235,1,1,0,3
4236,1,0,1,4
4237,1,0,1,1
4238,1,1,0,0
4239,1,0,1,1
4240,1,0,1,3
4241,1,0,1,2
4242,1,0,1,1
4243,1,0,1,0
4244,1,0,1,4
4245,1,0,1,3
4246,1,0,1,2
4247,1,0,1,0
4248,1,0,1,2
4249,1,0,1,4
4250,1,0,1,3
4251,1,0,1,2
4252,1,0,1,1
4253,1,0,1,0
4254,1,0,1,0
4255,1,0,1,4
4256,1,1,0,3
4257,1,0,1,4
4258,1,0,1,1
4259,1,0,1,0
4260,1,0,1,1
4261,1,0,1,3
4262,1,0,1,2
4263,1,0,1,1
4264,1,0,1,0
4265,1,0,1,4
4266,1,1,0,3
4267,1,0,1,2
4268,1,1,0,0
4269,1,0,1,2
4270,1,0,1,4
4271,1,0,1,3
4272,1,0,1,2
4273,1,0,1,1
4274,1,0,1,0
4275,1,1,0,4
4276,1,0,1,3
4277,1,0,1,1
4278,1,0,1,0
4279,1,0,1,1
4280,1,0,1,4
4281,1,0,1,3
4282,1,1,0,2
4283,1,0,1,1
4284,1,0,1,0
4285,1,0,1,4
4286,1,0,1,3
4287,1,0,1,2
4288,1,0,1,0
4289,1,0,1,2
4290,1,0,1,4
4291,1,0,1,3
4292,1,0,1,2
4293,1,0,1,1
4294,1,0,1,0
4295,1,0,1,4
4296,1,0,1,3
4297,1,0,1,4
4298,1,0,1,1
4299,1,0,1,0
4300,1,0,1,1
4301,1,0,1,3
4302,1,0,1,2
4303,1,0,1,1
4304,1,0,1,0
4305,1,0,1,4
4306,1,0,1,3
4307,1,0,1,2
4308,1,0,1,0
4309,1,0,1,2
4310,1,0,1,4
4311,1,0,1,3
4312,1,0,1,2
4313,1,0,1,1
4314,1,1,0,0
4315,1,1,0,4
4316,1,0,1,3
4317,1,0,1,1
4318,1,0,1,0
4319,1,0,1,1
4320,1,0,1,4
4321,1,0,1,3
4322,1,0,1,2
4323,1,1,0,1
4324,1,0,1,0
4325,1,0,1,4
4326,1,0,1,3
4327,1,0,1,2
4328,1,0,1,0
4329,1,1,0,2
4330,1,0,1,4
4331,1,0,1,3
4332,1,0,1,2
4333,1,0,1,1
4334,1,0,1,0
4335,1,0,1,4
4336,1,0,1,3
4337,1,0,1,4
4338,1,0,1,1
4339,1,0,1,0
4340,1,0,1,1
4341,1,0,1,3
4342,1,0,1,2
4343,1,0,1,1
4344,1,0,1,0
4345,1,0,1,4
4346,1,0,1,3
4347,1,0,1,2
4348,1,0,1,0
4349,1,0,1,2
4350,1,0,1,4
4351,1,0,1,3
4352,1,0,1,2
4353,1,0,1,1
4354,1,0,1,0
4355,1,0,1,4
4356,1,0,1,3
4357,1,0,1,1
4358,1,0,1,0
4359,1,0,1,1
4360,1,0,1,4
4361,1,0,1,3
4362,1,0,1,2
4363,1,0,1,1
4364,1,0,1,0
4365,1,1,0,4
4366,1,0,1,3
4367,1,0,1,2
4368,1,0,1,0
4369,1,0,1,2
4370,1,0,1,4
4371,1,0,1,3
4372,1,0,1,2
4373,1,0,1,1
4374,1,0,1,0
4375,1,0,1,4
4376,1,0,1,3
4377,1,0,1,4
4378,1,0,1,1
4379,1,1,0,0
4380,1,0,1,1
4381,1,0,1,3
4382,1,0,1,2
4383,1,0,1,1
4384,1,0,1,0
4385,1,0,1,4
4386,1,1,0,3
4387,1,0,1,2
4388,1,0,1,0
4389,1,0,1,2
4390,1,0,1,4
4391,1,0,1,3
4392,1,0,1,2
4393,1,0,1,1
4394,1,0,1,0
4395,1,1,0,4
4396,1,0,1,3
4397,1,0,1,4
4398,1,0,1,1
4399,1,1,0,0
4400,1,0,1,1
4401,1,0,1,3
4402,1,0,1,2
4403,1,0,1,1
4404,1,0,1,0
4405,1,0,1,4
4406,1,0,1,3
4407,1,0,1,2
4408,1,0,1,0
4409,1,1,0,2
4410,1,0,1,4
4411,1,0,1,3
4412,1,1,0,2
4413,1,1,0,1
4414,1,0,1,0
4415,1,0,1,4
4416,1,0,1,3
4417,1,0,1,4
4418,1,0,1,1
4419,1,0,1,0
4420,1,0,1,1
4421,1,0,1,3
4422,1,0,1,2
4423,1,0,1,1
4424,1,0,1,0
4425,1,0,1,4
4426,1,0,1,3
4427,1,0,1,4
4428,1,1,0,3
4429,1,0,1,4
4430,1,0,1,2
4431,1,0,1,4
4432,1,0,1,3
4433,1,0,1,1
4434,1,1,0,3
4435,1,0,1,1
4436,1,0,1,3
4437,1,0,1,0
4438,1,0,1,2
4439,1,0,1,4
4440,1,0,1,3
4441,1,0,1,4
4442,1,0,1,0
4443,1,0,1,1
4444,1,0,1,2
4445,1,0,1,3
4446,1,1,0,2
4447,1,0,1,4
4448,1,0,1,0
4449,1,0,1,2
4450,1,0,1,0
4451,1,0,1,1
4452,1,0,1,4
4453,1,0,1,0
4454,1,1,0,1
4455,1,0,1,2
4456,1,0,1,0
4457,1,0,1,2
4458,1,0,1,4
4459,1,0,1,0
4460,1,1,0,1
4461,1,0,1,2
4462,1,1,0,3
4463,1,0,1,4
4464,1,0,1,1
4465,1,0,1,0
4466,1,0,1,1
4467,1,1,0,3
4468,1,0,1,4
4469,1,0,1,0
4470,1,0,1,1
4471,1,0,1,2
4472,1,0,1,3
4473,1,0,1,2
4474,1,0,1,0
4475,1,0,1,2
4476,1,0,1,3
4477,1,0,1,0
4478,1,0,1,0
4479,1,0,1,0
4480,1,0,1,2
4481,1,0,1,1
4482,1,0,1,0
4483,1,0,1,4
4484,1,0,1,3
4485,1,0,1,2
4486,1,0,1,1
4487,1,0,1,4
4488,1,0,1,1
4489,1,0,1,3
4490,1,0,1,2
4491,1,0,1,1
4492,1,0,1,0
4493,1,0,1,4
4494,1,0,1,3
4495,1,0,1,2
4496,1,0,1,3
4497,1,0,1,0
4498,1,0,1,4
4499,1,0,1,0
4500,1,0,1,2
4501,1,1,0,1
4502,1,0,1,0
4503,1,0,1,4
4504,1,0,1,3
4505,1,0,1,2
4506,1,0,1,1
4507,1,0,1,4
4508,1,0,1,1
4509,1,0,1,3
4510,1,0,1,2
4511,1,1,0,1
4512,1,0,1,0
4513,1,1,0,4
4514,1,0,1,3
4515,1,0,1,2
4516,1,0,1,0
4517,1,0,1,4
4518,1,0,1,0
4519,1,0,1,3
4520,1,0,1,2
4521,1,0,1,1
4522,1,0,1,0
4523,1,0,1,4
4524,1,0,1,3
4525,1,1,0,2
4526,1,0,1,1
4527,1,0,1,4
4528,1,1,0,1
4529,1,0,1,3
4530,1,0,1,2
4531,1,0,1,1
4532,1,0,1,0
4533,1,0,1,4
4534,1,0,1,3
4535,1,0,1,2
4536,1,0,1,3
4537,1,1,0,0
4538,1,0,1,4
4539,1,0,1,0
4540,1,0,1,2
4541,1,0,1,1
4542,1,0,1,0
4543,1,0,1,4
4544,1,0,1,3
4545,1,0,1,2
4546,1,0,1,1
4547,1,0,1,4
4548,1,0,1,1
4549,1,0,1,3
4550,1,0,1,2
4551,1,0,1,1
4552,1,0,1,0
4553,1,0,1,4
4554,1,1,0,3
4555,1,0,1,2
4556,1,0,1,3
4557,1,0,1,0
4558,1,0,1,4
4559,1,0,1,0
4560,1,0,1,2
4561,1,0,1,1
4562,1,0,1,0
4563,1,0,1,4
4564,1,0,1,3
4565,1,0,1,2
4566,1,0,1,1
4567,1,0,1,4
4568,1,0,1,1
4569,1,0,1,3
4570,1,1,0,2
4571,1,1,0,1
4572,1,0,1,0
4573,1,0,1,4
4574,1,0,1,3
4575,1,0,1,2
4576,1,0,1,3
4577,1,0,1,0
4578,1,0,1,4
4579,1,0,1,0
4580,1,0,1,2
4581,1,0,1,1
4582,1,0,1,0
4583,1,0,1,4
4584,1,0,1,3
4585,1,0,1,2
4586,1,0,1,1
4587,1,0,1,4
4588,1,0,1,1
4589,1,0,1,3
4590,1,0,1,2
4591,1,1,0,1
4592,1,0,1,0
4593,1,0,1,4
4594,1,0,1,3
4595,1,0,1,2
4596,1,0,1,0
4597,1,0,1,4
4598,1,0,1,0
4599,1,0,1,3
4600,1,0,1,2
4601,1,0,1,1
4602,1,0,1,0
4603,1,0,1,4
4604,1,0,1,3
4605,1,0,1,2
4606,1,0,1,1
4607,1,0,1,4
4608,1,0,1,1
4609,1,0,1,3
4610,1,0,1,2
4611,1,1,0,1
4612,1,1,0,0
4613,1,0,1,4
4614,1,0,1,3
4615,1,0,1,2
4616,1,1,0,3
4617,1,1,0,0
4618,1,0,1,4
4619,1,1,0,0
4620,1,0,1,2
